"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Sep 14 01:45:58 ICT 2024","Sat Sep 14 01:46:05 ICT 2024","7386","","","","","","testcase_015","Testcase *Negatif*: mencoba Input Nominal Pinjaman dengan ""KOMA"" berulang dan verifikasi pesan kesalahan.
    
    Note: sistem otomatis menghapus value yang bukan numeric.
    "
"passed","Sat Sep 14 01:24:52 ICT 2024","Sat Sep 14 01:24:57 ICT 2024","5157","","Testcase_Upload_Financing","","","","testcase_056","Testcase *Negatif* : memilih Jenis Jaminan/Agunan valid dan input ke dalam textbox ""invalid""."
"passed","Sat Sep 14 01:25:45 ICT 2024","Sat Sep 14 01:25:49 ICT 2024","3687","","Testcase_Upload_Financing","","","","testcase_068","Testcase *Negatif*: Jenis Jaminan 2 diisi dan Nilai Jaminan 2 tidak diisi"
"passed","Sat Sep 14 01:24:09 ICT 2024","Sat Sep 14 01:24:13 ICT 2024","3654","","Testcase_Upload_Financing","","","","testcase_045","Testcase *Negatif*: input Tanggal Akad Kredit dengan format yang salah.

    Catatan: Minor karena menggunakan datepicker.
    "
"passed","Sat Sep 14 01:25:05 ICT 2024","Sat Sep 14 01:25:09 ICT 2024","4435","","Testcase_Upload_Financing","","","","testcase_059","Testcase *Negatif* : input Nilai Jaminan dengan karakter non-numerik.
    
    Catatan: Sistem telah update untuk menolak karakter non-numerik dan input harus kosong.
    "
"passed","Sat Sep 14 01:21:38 ICT 2024","Sat Sep 14 01:21:40 ICT 2024","1386","","Testcase_Upload_Financing","","","","testcase_007","Testcase *Negatif* : input Nama Batch kosong
    
    *pesan error : Harap isi nama batch!
    "
"passed","Sat Sep 14 01:23:04 ICT 2024","Sat Sep 14 01:23:13 ICT 2024","9168","","Testcase_Upload_Financing","","","","testcase_030","Testcase *Negatif*: Sektor Tujuan Pinjaman tidak boleh kosong"
"passed","Sat Sep 14 01:24:19 ICT 2024","Sat Sep 14 01:24:22 ICT 2024","3411","","Testcase_Upload_Financing","","","","testcase_047","Testcase *Positif* : input Tanggal Angsuran dengan data valid satu digit"
"passed","Sat Sep 14 01:22:13 ICT 2024","Sat Sep 14 01:22:17 ICT 2024","3785","","Testcase_Upload_Financing","","","","testcase_017","Testcase Negatif: mencoba Input Nominal Pinjaman 2 dengan angka desimal

    0,02
    
    kena validasi : ""Harap isi nominal pinjaman!""
    "
"passed","Sat Sep 14 01:22:59 ICT 2024","Sat Sep 14 01:23:01 ICT 2024","1806","","Testcase_Upload_Financing","","","","testcase_028","Testcase *Negatif*: Tujuan Pinjaman tidak boleh kosong"
"passed","Sat Sep 14 01:24:22 ICT 2024","Sat Sep 14 01:24:26 ICT 2024","3479","","Testcase_Upload_Financing","","","","testcase_048","Testcase *Positif* : input Tanggal Angsuran dengan data valid dua digit (10-31)"
"passed","Sat Sep 14 01:23:21 ICT 2024","Sat Sep 14 01:23:23 ICT 2024","2414","","Testcase_Upload_Financing","","","","testcase_033","Testcase *Negatif* : input bunga dengan karakter non-numerik"
"passed","Sat Sep 14 01:21:40 ICT 2024","Sat Sep 14 01:21:43 ICT 2024","3124","","Testcase_Upload_Financing","","","","testcase_008","Testcase *Positif* : input Nomor Pinjaman valid"
"broken","Sat Sep 14 01:25:49 ICT 2024","Sat Sep 14 01:25:53 ICT 2024","3686","","Testcase_Upload_Financing","","","","testcase_069","Testcase *Negatif*: Nilai Jaminan 2 diisi otomatis dengan 0 jika Jenis Jaminan 2 diisi None"
"passed","Sat Sep 14 01:25:01 ICT 2024","Sat Sep 14 01:25:04 ICT 2024","3394","","Testcase_Upload_Financing","","","","testcase_058","Testcase *Negatif*: tidak mengisi nilai jaminan.
    
    input nilai jaminan Kosong
    "
"passed","Sat Sep 14 01:22:11 ICT 2024","Sat Sep 14 01:22:13 ICT 2024","2481","","Testcase_Upload_Financing","","","","testcase_016","Testcase *Negatif*: mencoba Input Nominal Pinjaman dengan ""0"" 
    
    expect : muncul pesan error, ""Harap isi nominal pinjaman!"".
    "
"passed","Sat Sep 14 01:48:54 ICT 2024","Sat Sep 14 01:48:58 ICT 2024","3654","","Testcase_Upload_Financing","","","","testcase_014","Testcase *Negatif* input nominal pinjaman (MAX / MIN)
    
    Expect:
    minimal : 100.000
    maximal : 2.000.000.000 

    Test data:
    minimal : 99999
    maximal : 2.000.000.001
    "
"passed","Sat Sep 14 01:22:37 ICT 2024","Sat Sep 14 01:22:41 ICT 2024","4142","","Testcase_Upload_Financing","","","","testcase_021","Testcase *Negatif*: Pilih dari dropdown dan kemudian input ulang menyebabkan pesan kesalahan
    
    test step : pilih dropdown sesuai value , lalu ketik ulang ""cobatenor""

    expect : muncul pesan error
    "
"passed","Sat Sep 14 01:24:04 ICT 2024","Sat Sep 14 01:24:09 ICT 2024","5600","","Testcase_Upload_Financing","","","","testcase_044","Testcase *Negatif* :  input Tanggal Akad Kredit dengan bulan yang tidak ada.

    Catatan: Validasi untuk bulan yang tidak ada telah ditambahkan ke sistem.
    contoh input bulan 13 sistem akan otomatis menjadi ""bulan : 01""
    "
"passed","Sat Sep 14 01:24:35 ICT 2024","Sat Sep 14 01:24:39 ICT 2024","4346","","Testcase_Upload_Financing","","","","testcase_052","Testcase *Negatif*: Input Tanggal Angsuran dengan data valid, lalu kosongkan field dan verifikasi pesan kesalahan."
"passed","Sat Sep 14 01:22:45 ICT 2024","Sat Sep 14 01:22:50 ICT 2024","4718","","Testcase_Upload_Financing","","","","testcase_024","Testcase *Negatif*: Pilih Jenis Pinjaman dari Dropdown dan Input Ulang Memunculkan Pesan Kesalahan"
"passed","Sat Sep 14 01:22:22 ICT 2024","Sat Sep 14 01:22:25 ICT 2024","3072","","Testcase_Upload_Financing","","","","testcase_019","Testcase *Positif* pilih Tenor dropdown valid.
    
    "
"passed","Sat Sep 14 01:21:44 ICT 2024","Sat Sep 14 01:21:47 ICT 2024","2661","","Testcase_Upload_Financing","","","","testcase_010","Testcase *Positif* :  input Nominal Pinjaman dengan data valid *Only Number"
"passed","Sat Sep 14 01:23:23 ICT 2024","Sat Sep 14 01:23:26 ICT 2024","2374","","Testcase_Upload_Financing","","","","testcase_034","Testcase *Negatif* : input bunga dengan format tidak valid (lebih dari dua digit setelah desimal)
    
    sistem otomatis menghapus.
    "
"passed","Sat Sep 14 01:24:28 ICT 2024","Sat Sep 14 01:24:31 ICT 2024","3392","","Testcase_Upload_Financing","","","","testcase_050","Testcase *Negatif* input Tanggal Angsuran dengan nilai lebih dari 31 yang otomatis menjadi 31"
"passed","Sat Sep 14 01:23:31 ICT 2024","Sat Sep 14 01:23:35 ICT 2024","3470","","Testcase_Upload_Financing","","","","testcase_037","Testcase *Negatif*: Input max bunga dengan format tidak valid

    expect : Range bunga adalah 0.01 - 99.99!
    result : 
    
    "
"passed","Sat Sep 14 01:23:26 ICT 2024","Sat Sep 14 01:23:28 ICT 2024","2399","","Testcase_Upload_Financing","","","","testcase_035","Testcase *Negatif* : untuk input bunga dengan nilai *Negatif*, dengan harapan sistem mengubah nilai menjadi *Positif*"
"passed","Sat Sep 14 01:24:57 ICT 2024","Sat Sep 14 01:25:01 ICT 2024","3653","","Testcase_Upload_Financing","","","","testcase_057","Testcase *Positif* : input Nilai Jaminan dengan data valid *Only Number"
"passed","Sat Sep 14 01:21:53 ICT 2024","Sat Sep 14 01:21:56 ICT 2024","3440","","Testcase_Upload_Financing","","","","testcase_013","Testcase *Negatif* input nominal pinjaman dengan angka *Negatif*.
    
    catatan : nilai *Negatif* (-) tidak di terima 
    sistem otomatis merubah (-) menjadi (+).
    "
"passed","Sat Sep 14 01:22:44 ICT 2024","Sat Sep 14 01:22:45 ICT 2024","1525","","Testcase_Upload_Financing","","","","testcase_023","Testcase *Negatif*: Jenis Pinjaman tidak boleh kosong
    
    expect : muncul pesan error
    "
"passed","Sat Sep 14 01:22:56 ICT 2024","Sat Sep 14 01:22:59 ICT 2024","2764","","Testcase_Upload_Financing","","","","testcase_027","Testcase *Positif* input tujuan pinjaman dengan teks panjang yang valid."
"passed","Sat Sep 14 01:21:35 ICT 2024","Sat Sep 14 01:21:38 ICT 2024","3002","","Testcase_Upload_Financing","","","","testcase_006","Testcase *Positif* : input Name batch valid"
"passed","Sat Sep 14 01:27:57 ICT 2024","Sat Sep 14 01:28:02 ICT 2024","4504","","Testcase_Upload_Financing","","","","testcase_072","Testcase Negatif: mencoba Input Nilai Jaminan 2 dengan ""Nol"" berulang dan verifikasi pesan kesalahan.
    
    "
"passed","Sat Sep 14 01:46:57 ICT 2024","Sat Sep 14 01:47:11 ICT 2024","13546","","Testcase_Upload_Financing","","","","testcase_053","
    * Data Uji:
    - Tenor: 3 bulan
    - Tanggal Akad Kredit: 2025/01/25
    - Tanggal Angsuran: 31

    Harapan: angsuran pertama 2025-02-28 dan angsuran terakhir dibayar 2025-05-31
    "
"passed","Sat Sep 14 01:21:43 ICT 2024","Sat Sep 14 01:21:44 ICT 2024","1330","","Testcase_Upload_Financing","","","","testcase_009","Testcase *Negatif* : input Nomor Pinjaman kosong
    
    *pesan error : Harap isi nama batch!
    "
"passed","Sat Sep 14 01:25:39 ICT 2024","Sat Sep 14 01:25:45 ICT 2024","6219","","Testcase_Upload_Financing","","","","testcase_067","Testcase *Positif*: Jenis Jaminan 2 dan Nilai Jaminan 2 diisi dengan benar"
"passed","Sat Sep 14 01:24:26 ICT 2024","Sat Sep 14 01:24:28 ICT 2024","2347","","Testcase_Upload_Financing","","","","testcase_049","Testcase *Negatif* : Input Tanggal Angsuran dengan nilai nol expect sistem akan otomatis kosong"
"passed","Sat Sep 14 01:23:13 ICT 2024","Sat Sep 14 01:23:19 ICT 2024","6067","","Testcase_Upload_Financing","","","","testcase_031","Testcase *Negatif*: Pilih sektor tujuan pinjaman dari dropdown dan ketik teks invalid"
"passed","Sat Sep 14 01:23:54 ICT 2024","Sat Sep 14 01:23:59 ICT 2024","4688","","Testcase_Upload_Financing","","","","testcase_042","Testcase *Positif* : input Tanggal Akad Kredit dengan tanggal yang valid.
    2024/09/06
    "
"passed","Sat Sep 14 01:21:49 ICT 2024","Sat Sep 14 01:21:53 ICT 2024","3428","","Testcase_Upload_Financing","","","","testcase_012","Testcase *Negatif* : input nominal pinjaman dengan karakter non-numerik.
    
    Catatan: Sistem telah update untuk menolak karakter non-numerik dan input harus kosong.
    "
"passed","Sat Sep 14 01:21:18 ICT 2024","Sat Sep 14 01:21:21 ICT 2024","3610","","Testcase_Upload_Financing","","","","testcase_002","Testcase *Negatif* : input tanggal batch dengan tanggal yang tidak ada.

    Catatan: Validasi untuk tanggal yang tidak ada telah ditambahkan ke sistem.
    contoh input 32 sistem akan otomatis menjadi ""2024-10-02""
    "
"passed","Sat Sep 14 01:25:13 ICT 2024","Sat Sep 14 01:25:20 ICT 2024","6431","","Testcase_Upload_Financing","","","","testcase_061","Testcase *Negatif*: Input nilai jaminan dengan format tidak valid (contoh, koma berulang 20 kali)"
"passed","Sat Sep 14 01:23:39 ICT 2024","Sat Sep 14 01:23:44 ICT 2024","4577","","Testcase_Upload_Financing","","","","testcase_039","Testcase *Positif* pilih Suku bunga dropdown valid.
    
    "
"passed","Sat Sep 14 01:27:50 ICT 2024","Sat Sep 14 01:27:53 ICT 2024","2979","","Testcase_Upload_Financing","","","","testcase_070","Testcase Negatif: mencoba Input Nilai Jaminan 2 dengan ""0""
    
    kena validasi : ""Harap isi Nilai Jaminan 2!""
    "
"passed","Sat Sep 14 01:23:01 ICT 2024","Sat Sep 14 01:23:04 ICT 2024","3591","","Testcase_Upload_Financing","","","","testcase_029","Testcase *Positif*: Pilih Sektor Tujuan Pinjaman dari dropdown yang valid."
"passed","Sat Sep 14 01:23:50 ICT 2024","Sat Sep 14 01:23:54 ICT 2024","4107","","Testcase_Upload_Financing","","","","testcase_041","Testcase *Negatif*: Pilih suku bunga dari dropdown, kosongkan field, dan verifikasi pesan kesalahan."
"passed","Sat Sep 14 01:48:44 ICT 2024","Sat Sep 14 01:48:54 ICT 2024","10473","","Testcase_Upload_Financing","","","","testcase_001",""
"passed","Sat Sep 14 01:23:44 ICT 2024","Sat Sep 14 01:23:50 ICT 2024","6291","","Testcase_Upload_Financing","","","","testcase_040","Testcase *Negatif* : mencoba input tidak valid setelah memilih suku bunga dari dropdown."
"passed","Sat Sep 14 01:25:20 ICT 2024","Sat Sep 14 01:25:23 ICT 2024","3483","","Testcase_Upload_Financing","","","","testcase_062","Testcase Negatif: mencoba Input Nilai Jaminan dengan ""0"" 
    
    kena validasi : ""Harap isi Nilai Jaminan!""
    "
"passed","Sat Sep 14 01:24:13 ICT 2024","Sat Sep 14 01:24:19 ICT 2024","5650","","Testcase_Upload_Financing","","","","testcase_046","Testcase *Negatif* input Tanggal Akad Kredit yang kosong.

     "
"passed","Sat Sep 14 01:35:40 ICT 2024","Sat Sep 14 01:35:41 ICT 2024","1248","","Testcase_Upload_Financing","","","","testcase_020","Testcase *Negatif*: Tenor tidak boleh kosong
    
    expect : muncul pesan error 
    "
"passed","Sat Sep 14 01:21:21 ICT 2024","Sat Sep 14 01:21:26 ICT 2024","4594","","Testcase_Upload_Financing","","","","testcase_003","Testcase *Negatif* : input tanggal batch dengan bulan yang tidak ada.

    Catatan: Validasi untuk bulan yang tidak ada telah ditambahkan ke sistem.
    contoh input bulan 13 sistem akan otomatis menjadi ""bulan : 01""
    "
"passed","Sat Sep 14 01:23:28 ICT 2024","Sat Sep 14 01:23:31 ICT 2024","3432","","Testcase_Upload_Financing","","","","testcase_036","Testcase *Negatif*: Mengisi field bunga dengan nilai kosong, dengan harapan sistem menunjukkan pesan kesalahan."
"passed","Sat Sep 14 01:25:27 ICT 2024","Sat Sep 14 01:25:32 ICT 2024","4610","","Testcase_Upload_Financing","","","","testcase_064","Testcase Negatif: mencoba Input Nilai Jaminan dengan ""Nol"" berulang dan verifikasi pesan kesalahan.
    
    "
"passed","Sat Sep 14 01:22:41 ICT 2024","Sat Sep 14 01:22:44 ICT 2024","3022","","Testcase_Upload_Financing","","","","testcase_022","Testcase *Positif* : pilih Jenis Pinjaman dropdown valid.
    
    "
"passed","Sat Sep 14 01:22:53 ICT 2024","Sat Sep 14 01:22:56 ICT 2024","2616","","Testcase_Upload_Financing","","","","testcase_026","Testcase *Positif* : input tujuan pinjaman dengan teks yang mengandung Special Karakter."
"passed","Sat Sep 14 01:23:19 ICT 2024","Sat Sep 14 01:23:21 ICT 2024","1370","","Testcase_Upload_Financing","","","","testcase_032","Testcase *Positif* : input bunga dengan nilai valid"
"passed","Sat Sep 14 01:25:23 ICT 2024","Sat Sep 14 01:25:27 ICT 2024","3689","","Testcase_Upload_Financing","","","","testcase_063","Testcase Negatif: mencoba Input Nilai Jaminan dengan angka desimal

    0,02
    
    kena validasi : ""Harap isi Nilai Jaminan!""
    "
"passed","Sat Sep 14 01:24:49 ICT 2024","Sat Sep 14 01:24:52 ICT 2024","3428","","Testcase_Upload_Financing","","","","testcase_055","Testcase *Negatif*: tidak memilih Jenis Jaminan/Agunan dan mencoba submit."
