"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 15 17:26:43 ICT 2024","Sun Sep 15 17:26:46 ICT 2024","3433","","Testcase_Upload_Financing","","","","testcase_013","Testcase *Negatif* input nominal pinjaman dengan angka *Negatif*.
    
    catatan : nilai *Negatif* (-) tidak di terima 
    sistem otomatis merubah (-) menjadi (+).
    "
"passed","Sun Sep 15 17:30:13 ICT 2024","Sun Sep 15 17:30:19 ICT 2024","6222","","Testcase_Upload_Financing","","","","testcase_067","Testcase *Positif*: Jenis Jaminan 2 dan Nilai Jaminan 2 diisi dengan benar"
"passed","Sun Sep 15 17:27:32 ICT 2024","Sun Sep 15 17:27:36 ICT 2024","3526","","Testcase_Upload_Financing","","","","testcase_029","Testcase *Positif*: Pilih Sektor Tujuan Pinjaman dari dropdown yang valid."
"passed","Sun Sep 15 17:30:06 ICT 2024","Sun Sep 15 17:30:10 ICT 2024","3836","","Testcase_Upload_Financing","","","","testcase_065","Testcase *Positif* input Nomor Jaminan valid
    
    catatan : only numeric
    "
"passed","Sun Sep 15 17:27:36 ICT 2024","Sun Sep 15 17:27:41 ICT 2024","4933","","Testcase_Upload_Financing","","","","testcase_030","Testcase *Negatif*: Sektor Tujuan Pinjaman tidak boleh kosong"
"passed","Sun Sep 15 17:29:23 ICT 2024","Sun Sep 15 17:29:27 ICT 2024","3397","","Testcase_Upload_Financing","","","","testcase_055","Testcase *Negatif*: tidak memilih Jenis Jaminan/Agunan dan mencoba submit."
"passed","Sun Sep 15 17:26:50 ICT 2024","Sun Sep 15 17:26:52 ICT 2024","2467","","Testcase_Upload_Financing","","","","testcase_015","Testcase *Negatif*: mencoba Input Nominal Pinjaman dengan ""KOMA"" berulang dan verifikasi pesan kesalahan.
    
    Note: sistem otomatis menghapus value yang bukan numeric.
    "
"passed","Sun Sep 15 17:27:13 ICT 2024","Sun Sep 15 17:27:16 ICT 2024","3006","","Testcase_Upload_Financing","","","","testcase_022","Testcase *Positif* : pilih Jenis Pinjaman dropdown valid.
    
    "
"passed","Sun Sep 15 17:26:39 ICT 2024","Sun Sep 15 17:26:43 ICT 2024","3422","","Testcase_Upload_Financing","","","","testcase_012","Testcase *Negatif* : input nominal pinjaman dengan karakter non-numerik.
    
    Catatan: Sistem telah update untuk menolak karakter non-numerik dan input harus kosong.
    "
"passed","Sun Sep 15 17:28:22 ICT 2024","Sun Sep 15 17:28:26 ICT 2024","4650","","Testcase_Upload_Financing","","","","testcase_042","Testcase *Positif* : input Tanggal Akad Kredit dengan tanggal yang valid.
    2024/09/06
    "
"passed","Sun Sep 15 17:27:30 ICT 2024","Sun Sep 15 17:27:32 ICT 2024","1803","","Testcase_Upload_Financing","","","","testcase_028","Testcase *Negatif*: Tujuan Pinjaman tidak boleh kosong"
"passed","Sun Sep 15 17:26:16 ICT 2024","Sun Sep 15 17:26:21 ICT 2024","4642","","Testcase_Upload_Financing","","","","testcase_004","Testcase *Negatif* : input tanggal batch dengan format yang salah.

    catatan : case minor "
"passed","Sun Sep 15 17:27:09 ICT 2024","Sun Sep 15 17:27:13 ICT 2024","4051","","Testcase_Upload_Financing","","","","testcase_021","Testcase *Negatif*: Pilih dari dropdown dan kemudian input ulang menyebabkan pesan kesalahan
    
    test step : pilih dropdown sesuai value , lalu ketik ulang ""cobatenor""

    expect : muncul pesan error
    "
"passed","Sun Sep 15 17:27:48 ICT 2024","Sun Sep 15 17:27:51 ICT 2024","2403","","Testcase_Upload_Financing","","","","testcase_033","Testcase *Negatif* : input bunga dengan karakter non-numerik"
"passed","Sun Sep 15 17:27:59 ICT 2024","Sun Sep 15 17:28:02 ICT 2024","3433","","Testcase_Upload_Financing","","","","testcase_037","Testcase *Negatif*: Input max bunga dengan format tidak valid

    expect : Range bunga adalah 0.01 - 99.99!
    result : 
    
    "
"passed","Sun Sep 15 17:30:32 ICT 2024","Sun Sep 15 17:30:36 ICT 2024","4009","","Testcase_Upload_Financing","","","","testcase_071","Testcase Negatif: mencoba Input Nilai Jaminan 2 dengan angka desimal

    0,02
    
    kena validasi : ""Harap isi Nilai Jaminan 2!""
    "
"passed","Sun Sep 15 17:26:46 ICT 2024","Sun Sep 15 17:26:50 ICT 2024","3644","","Testcase_Upload_Financing","","","","testcase_014","Testcase *Negatif* input nominal pinjaman (MAX / MIN)
    
    Expect:
    minimal : 100.000
    maximal : 2.000.000.000 

    Test data:
    minimal : 99999
    maximal : 2.000.000.001
    "
"passed","Sun Sep 15 17:29:06 ICT 2024","Sun Sep 15 17:29:22 ICT 2024","15741","","Testcase_Upload_Financing","","","","testcase_053","
    * Data Uji:
    - Tenor: 3 bulan
    - Tanggal Akad Kredit: 2025/01/25
    - Tanggal Angsuran: 31

    Harapan: angsuran pertama 2025-02-28 dan angsuran terakhir dibayar 2025-05-31
    "
"passed","Sun Sep 15 17:29:22 ICT 2024","Sun Sep 15 17:29:23 ICT 2024","1450","","Testcase_Upload_Financing","","","","testcase_054","
    * Data Uji:
    - Tenor: 3 bulan
    - Tanggal Akad Kredit: 2028/01/25
    - Tanggal Angsuran: 31

    Harapan: angsuran pertama 2028-02-29 dan angsuran terakhir dibayar 2028-05-31
    "
"passed","Sun Sep 15 17:27:53 ICT 2024","Sun Sep 15 17:27:56 ICT 2024","2401","","Testcase_Upload_Financing","","","","testcase_035","Testcase *Negatif* : untuk input bunga dengan nilai *Negatif*, dengan harapan sistem mengubah nilai menjadi *Positif*"
"passed","Sun Sep 15 17:27:06 ICT 2024","Sun Sep 15 17:27:09 ICT 2024","3040","","Testcase_Upload_Financing","","","","testcase_020","Testcase *Negatif*: Tenor tidak boleh kosong
    
    expect : muncul pesan error 
    "
"passed","Sun Sep 15 17:30:01 ICT 2024","Sun Sep 15 17:30:06 ICT 2024","4536","","Testcase_Upload_Financing","","","","testcase_064","Testcase Negatif: mencoba Input Nilai Jaminan dengan ""Nol"" berulang dan verifikasi pesan kesalahan.
    
    "
"passed","Sun Sep 15 17:29:32 ICT 2024","Sun Sep 15 17:29:36 ICT 2024","3626","","Testcase_Upload_Financing","","","","testcase_057","Testcase *Positif* : input Nilai Jaminan dengan data valid *Only Number"
"passed","Sun Sep 15 17:27:18 ICT 2024","Sun Sep 15 17:27:22 ICT 2024","4565","","Testcase_Upload_Financing","","","","testcase_024","Testcase *Negatif*: Pilih Jenis Pinjaman dari Dropdown dan Input Ulang Memunculkan Pesan Kesalahan"
"passed","Sun Sep 15 17:29:39 ICT 2024","Sun Sep 15 17:29:43 ICT 2024","4406","","Testcase_Upload_Financing","","","","testcase_059","Testcase *Negatif* : input Nilai Jaminan dengan karakter non-numerik.
    
    Catatan: Sistem telah update untuk menolak karakter non-numerik dan input harus kosong.
    "
"passed","Sun Sep 15 17:26:25 ICT 2024","Sun Sep 15 17:26:28 ICT 2024","2983","","Testcase_Upload_Financing","","","","testcase_006","Testcase *Positif* : input Name batch valid"
"passed","Sun Sep 15 17:28:46 ICT 2024","Sun Sep 15 17:28:49 ICT 2024","3408","","Testcase_Upload_Financing","","","","testcase_047","Testcase *Positif* : input Tanggal Angsuran dengan data valid satu digit"
"passed","Sun Sep 15 17:27:22 ICT 2024","Sun Sep 15 17:27:25 ICT 2024","2849","","Testcase_Upload_Financing","","","","testcase_025","Testcase *Positif* : input Tujuan Pinjaman valid *Freetext*
    
    "
"passed","Sun Sep 15 17:30:19 ICT 2024","Sun Sep 15 17:30:23 ICT 2024","3657","","Testcase_Upload_Financing","","","","testcase_068","Testcase *Negatif*: Jenis Jaminan 2 diisi dan Nilai Jaminan 2 tidak diisi"
"passed","Sun Sep 15 17:26:52 ICT 2024","Sun Sep 15 17:26:55 ICT 2024","2490","","Testcase_Upload_Financing","","","","testcase_016","Testcase *Negatif*: mencoba Input Nominal Pinjaman dengan ""0"" 
    
    expect : muncul pesan error, ""Harap isi nominal pinjaman!"".
    "
"passed","Sun Sep 15 17:28:58 ICT 2024","Sun Sep 15 17:29:02 ICT 2024","3410","","Testcase_Upload_Financing","","","","testcase_051","Testcase *Negatif* untuk input Tanggal Angsuran dengan format salah
    
    Contoh : input 01 akan otomatis menjadi 1
    "
"passed","Sun Sep 15 17:29:36 ICT 2024","Sun Sep 15 17:29:39 ICT 2024","3396","","Testcase_Upload_Financing","","","","testcase_058","Testcase *Negatif*: tidak mengisi nilai jaminan.
    
    input nilai jaminan Kosong
    "
"passed","Sun Sep 15 17:27:03 ICT 2024","Sun Sep 15 17:27:06 ICT 2024","3040","","Testcase_Upload_Financing","","","","testcase_019","Testcase *Positif* pilih Tenor dropdown valid.
    
    "
"passed","Sun Sep 15 17:30:36 ICT 2024","Sun Sep 15 17:30:40 ICT 2024","4491","","Testcase_Upload_Financing","","","","testcase_072","Testcase Negatif: mencoba Input Nilai Jaminan 2 dengan ""Nol"" berulang dan verifikasi pesan kesalahan.
    
    "
"passed","Sun Sep 15 17:29:43 ICT 2024","Sun Sep 15 17:29:48 ICT 2024","4455","","Testcase_Upload_Financing","","","","testcase_060","Testcase *Negatif* : input Nilai Jaminan dengan angka *Negatif*.
    
    catatan : Sistem telah update untuk *Negatif* (-) tidak di terima.
    "
"passed","Sun Sep 15 17:28:31 ICT 2024","Sun Sep 15 17:28:37 ICT 2024","5564","","Testcase_Upload_Financing","","","","testcase_044","Testcase *Negatif* :  input Tanggal Akad Kredit dengan bulan yang tidak ada.

    Catatan: Validasi untuk bulan yang tidak ada telah ditambahkan ke sistem.
    contoh input bulan 13 sistem akan otomatis menjadi ""bulan : 01""
    "
"passed","Sun Sep 15 17:28:26 ICT 2024","Sun Sep 15 17:28:31 ICT 2024","4593","","Testcase_Upload_Financing","","","","testcase_043","Testcase *Negatif* : input Tanggal Akad Kredit dengan tanggal yang tidak ada.

    Catatan: Validasi untuk tanggal yang tidak ada telah ditambahkan ke sistem.
    contoh input 32 sistem akan otomatis menjadi ""2024-10-02""
    "
"passed","Sun Sep 15 17:34:25 ICT 2024","Sun Sep 15 17:34:26 ICT 2024","1349","","Testcase_Upload_Financing","","","","testcase_032","Testcase *Positif* : input bunga dengan nilai valid"
"passed","Sun Sep 15 17:26:28 ICT 2024","Sun Sep 15 17:26:30 ICT 2024","1364","","Testcase_Upload_Financing","","","","testcase_007","Testcase *Negatif* : input Nama Batch kosong
    
    *pesan error : Harap isi nama batch!
    "
"passed","Sun Sep 15 17:28:02 ICT 2024","Sun Sep 15 17:28:07 ICT 2024","4588","","Testcase_Upload_Financing","","","","testcase_38","Testcase *Negatif*: Input minimal bunga dengan format tidak valid

    expect : Range bunga adalah 0.01 - 99.99!
    result : 
    
    "
"passed","Sun Sep 15 17:34:14 ICT 2024","Sun Sep 15 17:34:25 ICT 2024","10466","","Testcase_Upload_Financing","","","","testcase_001",""
"broken","Sun Sep 15 17:30:23 ICT 2024","Sun Sep 15 17:30:27 ICT 2024","3662","","Testcase_Upload_Financing","","","","testcase_069","Testcase *Negatif*: Nilai Jaminan 2 diisi otomatis dengan 0 jika Jenis Jaminan 2 diisi None"
"passed","Sun Sep 15 17:27:56 ICT 2024","Sun Sep 15 17:27:59 ICT 2024","3423","","Testcase_Upload_Financing","","","","testcase_036","Testcase *Negatif*: Mengisi field bunga dengan nilai kosong, dengan harapan sistem menunjukkan pesan kesalahan."
"passed","Sun Sep 15 17:27:41 ICT 2024","Sun Sep 15 17:27:47 ICT 2024","5983","","Testcase_Upload_Financing","","","","testcase_031","Testcase *Negatif*: Pilih sektor tujuan pinjaman dari dropdown dan ketik teks invalid"
"passed","Sun Sep 15 17:30:27 ICT 2024","Sun Sep 15 17:30:32 ICT 2024","4630","","Testcase_Upload_Financing","","","","testcase_070","Testcase Negatif: mencoba Input Nilai Jaminan 2 dengan ""0""
    
    kena validasi : ""Harap isi Nilai Jaminan 2!""
    "
"passed","Sun Sep 15 17:29:54 ICT 2024","Sun Sep 15 17:29:58 ICT 2024","3488","","Testcase_Upload_Financing","","","","testcase_062","Testcase Negatif: mencoba Input Nilai Jaminan dengan ""0"" 
    
    kena validasi : ""Harap isi Nilai Jaminan!""
    "
"passed","Sun Sep 15 17:28:18 ICT 2024","Sun Sep 15 17:28:22 ICT 2024","4041","","Testcase_Upload_Financing","","","","testcase_041","Testcase *Negatif*: Pilih suku bunga dari dropdown, kosongkan field, dan verifikasi pesan kesalahan."
"passed","Sun Sep 15 17:28:12 ICT 2024","Sun Sep 15 17:28:18 ICT 2024","6240","","Testcase_Upload_Financing","","","","testcase_040","Testcase *Negatif* : mencoba input tidak valid setelah memilih suku bunga dari dropdown."
"passed","Sun Sep 15 17:27:25 ICT 2024","Sun Sep 15 17:27:28 ICT 2024","2564","","Testcase_Upload_Financing","","","","testcase_026","Testcase *Positif* : input tujuan pinjaman dengan teks yang mengandung Special Karakter."
"passed","Sun Sep 15 17:28:55 ICT 2024","Sun Sep 15 17:28:58 ICT 2024","3366","","Testcase_Upload_Financing","","","","testcase_050","Testcase *Negatif* input Tanggal Angsuran dengan nilai lebih dari 31 yang otomatis menjadi 31"
"failed","Sun Sep 15 17:30:10 ICT 2024","Sun Sep 15 17:30:13 ICT 2024","3381","","Testcase_Upload_Financing","","","","testcase_066","Testcase *Negatif* input Nomor Jaminan kosong"
"passed","Sun Sep 15 17:28:40 ICT 2024","Sun Sep 15 17:28:46 ICT 2024","5634","","Testcase_Upload_Financing","","","","testcase_046","Testcase *Negatif* input Tanggal Akad Kredit yang kosong.

     "
"passed","Sun Sep 15 17:27:16 ICT 2024","Sun Sep 15 17:27:18 ICT 2024","1500","","Testcase_Upload_Financing","","","","testcase_023","Testcase *Negatif*: Jenis Pinjaman tidak boleh kosong
    
    expect : muncul pesan error
    "
"passed","Sun Sep 15 17:26:33 ICT 2024","Sun Sep 15 17:26:34 ICT 2024","1325","","Testcase_Upload_Financing","","","","testcase_009","Testcase *Negatif* : input Nomor Pinjaman kosong
    
    *pesan error : Harap isi nama batch!
    "
"passed","Sun Sep 15 17:29:58 ICT 2024","Sun Sep 15 17:30:01 ICT 2024","3629","","Testcase_Upload_Financing","","","","testcase_063","Testcase Negatif: mencoba Input Nilai Jaminan dengan angka desimal

    0,02
    
    kena validasi : ""Harap isi Nilai Jaminan!""
    "
"passed","Sun Sep 15 17:29:27 ICT 2024","Sun Sep 15 17:29:32 ICT 2024","5136","","Testcase_Upload_Financing","","","","testcase_056","Testcase *Negatif* : memilih Jenis Jaminan/Agunan valid dan input ke dalam textbox ""invalid""."
"passed","Sun Sep 15 17:26:58 ICT 2024","Sun Sep 15 17:27:03 ICT 2024","4686","","Testcase_Upload_Financing","","","","testcase_018","Testcase Negatif: mencoba Input Nominal Pinjaman dengan ""Nol"" berulang dan verifikasi pesan kesalahan.
    
    "
"passed","Sun Sep 15 17:26:55 ICT 2024","Sun Sep 15 17:26:58 ICT 2024","3762","","Testcase_Upload_Financing","","","","testcase_017","Testcase Negatif: mencoba Input Nominal Pinjaman 2 dengan angka desimal

    0,02
    
    kena validasi : ""Harap isi nominal pinjaman!""
    "
"passed","Sun Sep 15 17:28:37 ICT 2024","Sun Sep 15 17:28:40 ICT 2024","3647","","Testcase_Upload_Financing","","","","testcase_045","Testcase *Negatif*: input Tanggal Akad Kredit dengan format yang salah.

    Catatan: Minor karena menggunakan datepicker.
    "
"passed","Sun Sep 15 17:29:02 ICT 2024","Sun Sep 15 17:29:06 ICT 2024","4327","","Testcase_Upload_Financing","","","","testcase_052","Testcase *Negatif*: Input Tanggal Angsuran dengan data valid, lalu kosongkan field dan verifikasi pesan kesalahan."
"passed","Sun Sep 15 17:29:48 ICT 2024","Sun Sep 15 17:29:54 ICT 2024","6395","","Testcase_Upload_Financing","","","","testcase_061","Testcase *Negatif*: Input nilai jaminan dengan format tidak valid (contoh, koma berulang 20 kali)"
